sample_id,filename,supplier,Capacity,Time,Cost,Tolerance
65,Bearing_2_InnerRing__3.binvox,1,2,55.02317293,248881.5352,4
66,Bearing_2_InnerRing__4.binvox,1,2,52.70506078,243527.1424,4
67,Bearing_2_InnerRing__5.binvox,1,2,56.04144985,247473.2375,4
68,Bearing_2_InnerRing__7.binvox,1,2,56.2740823,243162.708,4
69,Bearing_2_InnerRing__8.binvox,1,2,53.54775848,239526.1012,4
70,Bearing_2_OuterRing__1.binvox,1,2,53.96814286,238830.0212,4
71,Bearing_2_OuterRing__10.binvox,1,2,53.17830592,234587.1802,4
72,Bearing_2_OuterRing__3.binvox,1,2,52.4483717,246245.3214,4
73,Bearing_2_OuterRing__4.binvox,1,2,53.19467577,235567.6532,4
74,Bearing_2_OuterRing__5.binvox,1,2,56.05134032,248548.1469,4
75,Bearing_2_OuterRing__7.binvox,1,2,56.33971274,242936.8008,4
76,Bearing_2_OuterRing__8.binvox,1,2,57.41955549,236582.9284,4
77,Bearing_3_Ball__1.binvox,1,16,45.13684422,195041.4543,4
78,Bearing_3_Ball__10.binvox,1,16,44.73400741,200058.4992,4
79,Bearing_3_Ball__3.binvox,1,16,43.98719232,195813.5658,4
80,Bearing_3_Ball__4.binvox,1,16,43.61154258,192623.3063,4
81,Bearing_3_Ball__5.binvox,1,16,42.78113228,190801.0527,4
82,Bearing_3_Ball__7.binvox,1,16,45.05817323,187485.0737,4
83,Bearing_3_Ball__8.binvox,1,16,44.89749612,193399.0319,4
84,Bearing_3_InnerRing__1.binvox,1,2,55.98081261,244104.8499,4
85,Bearing_3_InnerRing__10.binvox,1,2,54.76326611,230471.9661,4
86,Bearing_3_InnerRing__3.binvox,1,2,57.67123909,247043.5457,4
87,Bearing_3_InnerRing__4.binvox,1,2,54.62135632,246826.0123,4
88,Bearing_3_InnerRing__5.binvox,1,2,55.92469841,227241.0306,4
89,Bearing_3_InnerRing__7.binvox,1,2,53.13240835,225809.4231,4
90,Bearing_3_InnerRing__8.binvox,1,2,52.32057703,248225.7512,4
91,Bearing_3_OuterRing__1.binvox,1,2,55.07146973,245367.3486,4
92,Bearing_3_OuterRing__10.binvox,1,2,53.6746065,233842.8248,4
93,Bearing_3_OuterRing__3.binvox,1,2,54.33065984,233028.9111,4
94,Bearing_3_OuterRing__4.binvox,1,2,55.37778218,240225.0806,4
95,Bearing_3_OuterRing__5.binvox,1,2,57.25910143,228897.2967,4
96,Bearing_3_OuterRing__7.binvox,1,2,54.48087498,235590.519,4
97,Bearing_3_OuterRing__8.binvox,1,2,55.20785942,236424.9638,4
98,Bearing_4_Ball__1.binvox,1,16,46.96010688,198368.5275,4
99,Bearing_4_Ball__10.binvox,1,16,45.13610912,196791.8315,4
100,Bearing_4_Ball__3.binvox,1,16,44.79741721,190628.2176,4
101,Bearing_4_Ball__4.binvox,1,16,47.06069063,203633.5341,4
102,Bearing_4_Ball__5.binvox,1,16,46.52416959,188684.2624,4
103,Bearing_4_Ball__7.binvox,1,16,43.85587111,196886.6854,4
104,Bearing_4_Ball__8.binvox,1,16,43.58905755,199018.5688,4
105,Bearing_4_InnerRing__1.binvox,1,2,55.0652722,231135.1115,4
106,Bearing_4_InnerRing__10.binvox,1,2,57.42114215,226222.5703,4
107,Bearing_4_InnerRing__3.binvox,1,2,54.35327395,230440.834,4
108,Bearing_4_InnerRing__4.binvox,1,2,56.3753889,230727.7707,4
109,Bearing_4_InnerRing__5.binvox,1,2,56.29142425,228920.712,4
110,Bearing_4_InnerRing__7.binvox,1,2,52.63253646,233182.795,4
111,Bearing_4_InnerRing__8.binvox,1,2,56.83517479,237797.4557,4
112,Bearing_4_OuterRing__1.binvox,1,2,53.66008136,243283.2385,4
113,Bearing_4_OuterRing__10.binvox,1,2,56.13165559,229844.5089,4
114,Bearing_4_OuterRing__3.binvox,1,2,55.11950333,237654.2985,4
115,Bearing_4_OuterRing__4.binvox,1,2,55.84234193,234546.6158,4
116,Bearing_4_OuterRing__5.binvox,1,2,56.86164649,230629.0026,4
117,Bearing_4_OuterRing__7.binvox,1,2,55.57862453,236199.3178,4
118,Bearing_4_OuterRing__8.binvox,1,2,56.36954966,241875.9825,4
119,Bearing_5_Ball__1.binvox,1,16,44.69462597,187679.5107,4
120,Bearing_5_Ball__10.binvox,1,16,43.462665,201371.779,4
121,Bearing_5_Ball__3.binvox,1,16,46.22939815,189533.9301,4
122,Bearing_5_Ball__4.binvox,1,16,44.83494509,192428.2657,4
123,Bearing_5_Ball__5.binvox,1,16,47.03526759,202334.263,4
124,Bearing_5_Ball__7.binvox,1,16,43.51437558,203808.6087,4
125,Bearing_5_Ball__8.binvox,1,16,46.64183164,187390.6453,4
126,Bearing_5_Cage__1.binvox,1,4,2.016803722,9198.86566,50
127,Bearing_5_Cage__10.binvox,1,4,2.06624667,9670.787175,50
128,Bearing_5_Cage__3.binvox,1,4,1.92879783,9082.572171,50
129,Bearing_5_Cage__4.binvox,1,4,2.016074634,9053.607136,50
130,Bearing_5_Cage__5.binvox,1,4,1.929823904,9103.801944,50
131,Bearing_5_Cage__7.binvox,1,4,2.09245801,9263.332732,50
132,Bearing_5_Cage__8.binvox,1,4,2.009293417,9782.952743,50
133,Bearing_5_InnerRing__1.binvox,1,2,53.76741077,229921.8306,4
134,Bearing_5_InnerRing__10.binvox,1,2,56.77017195,237740.2505,4
135,Bearing_5_InnerRing__3.binvox,1,2,52.36618617,241731.6379,4
136,Bearing_5_InnerRing__4.binvox,1,2,56.38099734,241243.3918,4
137,Bearing_5_InnerRing__5.binvox,1,2,57.68886069,235146.2239,4
138,Bearing_5_InnerRing__7.binvox,1,2,55.77300363,227777.8934,4
139,Bearing_5_InnerRing__8.binvox,1,2,56.34834368,231463.0997,4
140,Bearing_5_OuterRing__1.binvox,1,2,57.0764429,235638.0139,4
141,Bearing_5_OuterRing__10.binvox,1,2,52.35113037,241142.2625,4
142,Bearing_5_OuterRing__3.binvox,1,2,56.15679749,242984.2031,4
143,Bearing_5_OuterRing__4.binvox,1,2,57.22125417,233750.4297,4
144,Bearing_5_OuterRing__5.binvox,1,2,57.69437339,248649.174,4
145,Bearing_5_OuterRing__7.binvox,1,2,54.94951785,231271.0933,4
146,Bearing_5_OuterRing__8.binvox,1,2,57.04937733,247656.0933,4
147,Bearing_5_Seal__1.binvox,2,4,0.408593569,1428.943419,100
148,Bearing_5_Seal__10.binvox,2,4,0.398510528,1338.726393,100
149,Bearing_5_Seal__3.binvox,2,4,0.40347657,1435.098558,100
150,Bearing_5_Seal__4.binvox,2,4,0.382177806,1384.52193,100
151,Bearing_5_Seal__5.binvox,2,4,0.415311187,1394.207659,100
152,Bearing_5_Seal__7.binvox,2,4,0.391193283,1387.166314,100
153,Bearing_5_Seal__8.binvox,2,4,0.404262471,1359.028063,100
154,Bearing_6_Ball__1.binvox,1,16,43.89047818,195561.213,4
155,Bearing_6_Ball__10.binvox,1,16,45.60836064,190254.0385,4
156,Bearing_6_Ball__3.binvox,1,16,42.92216566,198380.2264,4
157,Bearing_6_Ball__4.binvox,1,16,43.19825318,197629.713,4
158,Bearing_6_Ball__5.binvox,1,16,43.90474832,197839.0654,4
159,Bearing_6_Ball__7.binvox,1,16,44.53851404,186506.6744,4
160,Bearing_6_Ball__8.binvox,1,16,42.90531523,188621.1764,4
161,Bearing_6_InnerRing__1.binvox,1,2,54.59919563,225902.0051,4
162,Bearing_6_InnerRing__10.binvox,1,2,57.60297091,227410.6662,4
163,Bearing_6_InnerRing__3.binvox,1,2,52.2700429,242943.0043,4
164,Bearing_6_InnerRing__4.binvox,1,2,57.33439364,239660.1526,4
165,Bearing_6_InnerRing__5.binvox,1,2,54.75924321,248734.3658,4
166,Bearing_6_InnerRing__7.binvox,1,2,57.56393214,244343.4904,4
167,Bearing_6_InnerRing__8.binvox,1,2,52.82262941,245728.317,4
168,Bearing_6_OuterRing__1.binvox,1,2,55.85004585,231057.0314,4
169,Bearing_6_OuterRing__10.binvox,1,2,53.36463996,234163.4496,4
170,Bearing_6_OuterRing__3.binvox,1,2,55.83709447,240705.1799,4
171,Bearing_6_OuterRing__4.binvox,1,2,55.67470714,227517.8311,4
172,Bearing_6_OuterRing__5.binvox,1,2,57.10850171,237924.9598,4
173,Bearing_6_OuterRing__7.binvox,1,2,56.84584425,228434.8271,4
174,Bearing_6_OuterRing__8.binvox,1,2,57.63401142,245904.1759,4
175,Bearing_7_Ball__1.binvox,1,16,43.4785083,197450.1114,4
176,Bearing_7_Ball__10.binvox,1,16,44.08533209,196393.1181,4
177,Bearing_7_Ball__3.binvox,1,16,43.08020789,192029.4079,4
178,Bearing_7_Ball__4.binvox,1,16,43.77836711,185980.9597,4
179,Bearing_7_Ball__5.binvox,1,16,46.44739185,189010.9883,4
180,Bearing_7_Ball__7.binvox,1,16,43.46611401,200696.6419,4
181,Bearing_7_Ball__8.binvox,1,16,42.81790345,203128.4316,4
182,Bearing_7_InnerRing__1.binvox,1,2,54.85650198,234518.0085,4
183,Bearing_7_InnerRing__10.binvox,1,2,53.49038264,229456.7235,4
184,Bearing_7_InnerRing__3.binvox,1,2,52.96572174,235531.4149,4
185,Bearing_7_InnerRing__4.binvox,1,2,53.3011676,229830.6342,4
186,Bearing_7_InnerRing__5.binvox,1,2,54.18383884,240274.7554,4
187,Bearing_7_InnerRing__7.binvox,1,2,56.29469596,233886.0786,4
188,Bearing_7_InnerRing__8.binvox,1,2,54.17026126,248325.1144,4
189,Bearing_7_OuterRing__1.binvox,1,2,56.47992719,239312.5854,4
190,Bearing_7_OuterRing__10.binvox,1,2,53.17363225,229426.5029,4
191,Bearing_7_OuterRing__3.binvox,1,2,55.65548204,236681.201,4
192,Bearing_7_OuterRing__4.binvox,1,2,55.81354365,239908.8408,4
193,Bearing_7_OuterRing__5.binvox,1,2,56.77206089,231507.8937,4
194,Bearing_7_OuterRing__7.binvox,1,2,56.65254525,233572.1931,4
195,Bearing_7_OuterRing__8.binvox,1,2,57.31242256,244596.2994,4
196,Bearing_8_Ball__1.binvox,1,16,46.18384339,187159.4413,4
197,Bearing_8_Ball__10.binvox,1,16,46.86050442,188449.1976,4
198,Bearing_8_Ball__3.binvox,1,16,45.52519392,188539.6087,4
199,Bearing_8_Ball__4.binvox,1,16,44.12342351,184822.1185,4
200,Bearing_8_Ball__5.binvox,1,16,42.98547527,187733.9632,4
201,Bearing_8_Ball__7.binvox,1,16,46.32498867,187028.476,4
202,Bearing_8_Ball__8.binvox,1,16,42.81928842,202592.4574,4
203,Bearing_8_InnerRing__1.binvox,1,2,53.86193173,227070.1025,4
204,Bearing_8_InnerRing__10.binvox,1,2,57.71450317,225964.8557,4
205,Bearing_8_InnerRing__3.binvox,1,2,56.88746159,248808.3451,4
206,Bearing_8_InnerRing__4.binvox,1,2,56.83935855,245706.9274,4
207,Bearing_8_InnerRing__5.binvox,1,2,54.26595423,247527.0382,4
208,Bearing_8_InnerRing__7.binvox,1,2,55.45631367,245491.3574,4
209,Bearing_8_InnerRing__8.binvox,1,2,53.60931031,245531.7428,4
210,Bearing_8_OuterRing__1.binvox,1,2,54.0912614,246599.0274,4
211,Bearing_8_OuterRing__10.binvox,1,2,53.19610658,245196.6562,4
212,Bearing_8_OuterRing__3.binvox,1,2,55.32973327,238081.6947,4
213,Bearing_8_OuterRing__4.binvox,1,2,57.71953014,238502.9917,4
214,Bearing_8_OuterRing__5.binvox,1,2,53.64247267,227801.2851,4
215,Bearing_8_OuterRing__7.binvox,1,2,57.72830987,229967.0635,4
216,Bearing_8_OuterRing__8.binvox,1,2,53.55871309,241198.4926,4
217,Bearing_9_Ball__1.binvox,1,16,43.94663445,199973.322,4
218,Bearing_9_Ball__10.binvox,1,16,44.88362148,186777.3035,4
219,Bearing_9_Ball__3.binvox,1,16,43.94440066,189922.9941,4
220,Bearing_9_Ball__4.binvox,1,16,46.85042034,196294.7038,4
221,Bearing_9_Ball__5.binvox,1,16,44.00778345,191299.0077,4
222,Bearing_9_Ball__7.binvox,1,16,46.33040379,185346.8555,4
223,Bearing_9_Ball__8.binvox,1,16,46.25943287,197364.7768,4
224,Bearing_9_InnerRing__1.binvox,1,2,53.25088665,232722.5512,4
225,Bearing_9_InnerRing__10.binvox,1,2,54.50165465,244806.8418,4
226,Bearing_9_InnerRing__3.binvox,1,2,56.4910189,236500.5798,4
227,Bearing_9_InnerRing__4.binvox,1,2,53.78750005,232938.0459,4
228,Bearing_9_InnerRing__5.binvox,1,2,54.30795594,231784.6696,4
229,Bearing_9_InnerRing__7.binvox,1,2,52.34588194,243548.867,4
230,Bearing_9_InnerRing__8.binvox,1,2,56.87229113,246545.354,4
231,Bearing_9_OuterRing__1.binvox,1,2,52.39852947,248936.4239,4
232,Bearing_9_OuterRing__10.binvox,1,2,54.96296761,232652.0708,4
233,Bearing_9_OuterRing__3.binvox,1,2,55.06163311,243236.4358,4
234,Bearing_9_OuterRing__4.binvox,1,2,54.68623529,236126.2053,4
235,Bearing_9_OuterRing__5.binvox,1,2,53.31532153,244793.223,4
236,Bearing_9_OuterRing__7.binvox,1,2,53.90864413,230766.7689,4
237,Bearing_9_OuterRing__8.binvox,1,2,56.63887458,247464.3328,4
238,Bearing_9_Seal__1.binvox,2,4,0.38472663,1345.621216,100
239,Bearing_9_Seal__10.binvox,2,4,0.395497229,1334.679215,100
240,Bearing_9_Seal__3.binvox,2,4,0.40534793,1303.014027,100
241,Bearing_9_Seal__4.binvox,2,4,0.402549398,1333.166188,100
242,Bearing_9_Seal__5.binvox,2,4,0.404787149,1308.229512,100
243,Bearing_9_Seal__7.binvox,2,4,0.397448492,1425.302112,100
244,Bearing_9_Seal__8.binvox,2,4,0.397820254,1394.672219,100
245,Caster_10_Bolt__1.binvox,3,4,14.75912088,63269.93174,4
246,Caster_10_Bolt__10.binvox,3,4,15.33121051,64176.90555,4
247,Caster_10_Bolt__3.binvox,3,4,14.96507664,67227.6153,4
248,Caster_10_Bolt__4.binvox,3,4,14.71620576,63945.05867,4
249,Caster_10_Bolt__5.binvox,3,4,14.83261318,66908.72914,4
250,Caster_10_Bolt__7.binvox,3,4,14.49555877,62202.49846,4
251,Caster_10_Bolt__8.binvox,3,4,15.65488223,61920.83332,4
252,Caster_10_Fork__1.binvox,6,2,1.967213027,8833.498584,50
253,Caster_10_Fork__10.binvox,6,2,1.982387741,8780.397627,50
254,Caster_10_Fork__3.binvox,6,2,1.933277999,8599.280303,50
255,Caster_10_Fork__4.binvox,6,2,2.048353781,9065.410331,50
256,Caster_10_Fork__5.binvox,6,2,2.031246629,8457.852274,50
257,Caster_10_Fork__7.binvox,6,2,1.918397433,8445.221283,50
258,Caster_10_Fork__8.binvox,6,2,2.019191652,8867.192233,50
259,Caster_10_Nut__1.binvox,3,4,15.11015922,63262.91705,4
260,Caster_10_Nut__10.binvox,3,4,15.07943909,65124.00682,4
261,Caster_10_Nut__3.binvox,3,4,15.65530123,65810.27278,4
262,Caster_10_Nut__4.binvox,3,4,14.40808552,61913.83707,4
263,Caster_10_Nut__5.binvox,3,4,14.99243813,64404.95025,4
264,Caster_10_Nut__7.binvox,3,4,15.70203705,65711.72999,4
265,Caster_10_Nut__8.binvox,3,4,15.34068567,67962.91861,4
266,Caster_10_TopPlate__1.binvox,5,2,7.245858229,30715.05885,50
267,Caster_10_TopPlate__10.binvox,5,2,7.081185175,32429.00009,50
268,Caster_10_TopPlate__3.binvox,5,2,6.962779715,32748.24082,50
269,Caster_10_TopPlate__4.binvox,5,2,7.429279893,30304.82357,50
270,Caster_10_TopPlate__5.binvox,5,2,7.459653669,30992.1488,50
271,Caster_10_TopPlate__7.binvox,5,2,7.102775005,31147.97112,50
272,Caster_10_TopPlate__8.binvox,5,2,7.355768805,32747.46886,50
273,Caster_10_WheelRubber__1.binvox,2,2,0.40402776,1407.405172,100
274,Caster_10_WheelRubber__10.binvox,2,2,0.382231674,1343.919165,100
275,Caster_10_WheelRubber__3.binvox,2,2,0.412128222,1433.458657,100
276,Caster_10_WheelRubber__4.binvox,2,2,0.388619018,1348.129308,100
277,Caster_10_WheelRubber__5.binvox,2,2,0.387921879,1381.660126,100
278,Caster_10_WheelRubber__7.binvox,2,2,0.412001673,1341.654258,100
279,Caster_10_WheelRubber__8.binvox,2,2,0.403479608,1424.714847,100
280,Caster_10_Wheel__1.binvox,5,2,2.738162593,5487.021301,160
281,Caster_10_Wheel__10.binvox,5,2,2.764886776,5166.46187,160
282,Caster_10_Wheel__3.binvox,5,2,2.552873245,5586.46484,160
283,Caster_10_Wheel__4.binvox,5,2,2.780959792,5150.057689,160
284,Caster_10_Wheel__5.binvox,5,2,2.596631172,5290.447908,160
285,Caster_10_Wheel__7.binvox,5,2,2.750686476,5296.361743,160
286,Caster_10_Wheel__8.binvox,5,2,2.78783471,5360.821932,160
287,Caster_1_Bolt__1.binvox,3,4,14.822799,61662.8509,4
288,Caster_1_Bolt__10.binvox,3,4,14.95628302,66684.49862,4
289,Caster_1_Bolt__3.binvox,3,4,15.42584141,66432.09284,4
290,Caster_1_Bolt__4.binvox,3,4,15.66513984,65820.90915,4
291,Caster_1_Bolt__5.binvox,3,4,14.55687912,66122.65865,4
292,Caster_1_Bolt__7.binvox,3,4,14.48983912,66613.26292,4
293,Caster_1_Bolt__8.binvox,3,4,15.13068441,66939.06257,4
294,Caster_1_Fork__1.binvox,6,2,1.92479256,8450.069841,50
295,Caster_1_Fork__10.binvox,6,2,1.935852838,8730.828816,50
296,Caster_1_Fork__3.binvox,6,2,2.01965559,8907.613138,50
297,Caster_1_Fork__4.binvox,6,2,1.961334913,9066.983159,50
298,Caster_1_Fork__5.binvox,6,2,1.964468342,8821.617489,50
299,Caster_1_Fork__7.binvox,6,2,1.926902941,8223.165659,50
300,Caster_1_Fork__8.binvox,6,2,2.027676403,8538.556819,50
301,Caster_1_Nut__1.binvox,3,4,14.7247927,63262.02866,4
302,Caster_1_Nut__10.binvox,3,4,15.48784972,67411.56868,4
303,Caster_1_Nut__3.binvox,3,4,15.19325093,67882.20153,4
304,Caster_1_Nut__4.binvox,3,4,15.44422279,64961.4297,4
305,Caster_1_Nut__5.binvox,3,4,15.40525661,64591.73772,4
306,Caster_1_Nut__7.binvox,3,4,15.7465464,65542.20938,4
307,Caster_1_Nut__8.binvox,3,4,14.96604662,67810.7456,4
308,Caster_1_Wheel__1.binvox,5,2,2.718684191,5177.378069,160
309,Caster_1_Wheel__10.binvox,5,2,2.759195188,5373.235334,160
310,Caster_1_Wheel__3.binvox,5,2,2.663238083,5659.326375,160
311,Caster_1_Wheel__4.binvox,5,2,2.695470704,5189.31599,160
312,Caster_1_Wheel__5.binvox,5,2,2.79077249,5657.725381,160
313,Caster_1_Wheel__7.binvox,5,2,2.618243063,5377.095645,160
314,Caster_1_Wheel__8.binvox,5,2,2.533393524,5383.346228,160
315,Caster_2_Bolt__1.binvox,3,4,14.61166716,67004.3567,4
316,Caster_2_Bolt__10.binvox,3,4,15.1035331,63392.49761,4
317,Caster_2_Bolt__3.binvox,3,4,14.82608726,62945.05401,4
318,Caster_2_Bolt__4.binvox,3,4,14.37868787,62019.4654,4
319,Caster_2_Bolt__5.binvox,3,4,14.52941792,65612.55839,4
320,Caster_2_Bolt__7.binvox,3,4,15.70932675,61813.09128,4
321,Caster_2_Bolt__8.binvox,3,4,15.4073542,63058.98781,4
322,Caster_2_Fork__1.binvox,6,2,2.059363539,8826.616153,50
323,Caster_2_Fork__10.binvox,6,2,1.905430494,8962.945205,50
324,Caster_2_Fork__3.binvox,6,2,1.905257558,8633.266365,50
325,Caster_2_Fork__4.binvox,6,2,1.965455977,8408.234371,50
326,Caster_2_Fork__5.binvox,6,2,1.967171767,8814.804553,50
327,Caster_2_Fork__7.binvox,6,2,2.008415911,8259.12765,50
328,Caster_2_Fork__8.binvox,6,2,1.900397783,8780.357236,50
329,Caster_2_Nut__1.binvox,3,4,14.63957487,66085.17497,4
330,Caster_2_Nut__10.binvox,3,4,15.33585471,67130.99611,4
331,Caster_2_Nut__3.binvox,3,4,15.32919929,67637.47987,4
332,Caster_2_Nut__4.binvox,3,4,14.54713095,63858.68935,4
333,Caster_2_Nut__5.binvox,3,4,14.37418169,67269.01833,4
334,Caster_2_Nut__7.binvox,3,4,14.55076906,64288.74916,4
335,Caster_2_Nut__8.binvox,3,4,15.53391539,62875.39555,4
336,Caster_2_Wheel__1.binvox,5,2,2.730670103,5384.614924,160
337,Caster_2_Wheel__10.binvox,5,2,2.643059204,5245.932654,160
338,Caster_2_Wheel__3.binvox,5,2,2.770659153,5412.820588,160
339,Caster_2_Wheel__4.binvox,5,2,2.726854299,5590.781763,160
340,Caster_2_Wheel__5.binvox,5,2,2.641477957,5313.212738,160
341,Caster_2_Wheel__7.binvox,5,2,2.789217074,5508.795455,160
342,Caster_2_Wheel__8.binvox,5,2,2.530847389,5347.262839,160
343,Caster_3_Bolt__1.binvox,3,4,15.4449386,66103.78008,4
344,Caster_3_Bolt__10.binvox,3,4,14.72201339,65132.54956,4
345,Caster_3_Bolt__3.binvox,3,4,15.11162825,65968.3511,4
346,Caster_3_Bolt__4.binvox,3,4,15.66276235,67960.53228,4
347,Caster_3_Bolt__5.binvox,3,4,14.33835447,63067.85003,4
348,Caster_3_Bolt__7.binvox,3,4,14.51455715,65479.70107,4
349,Caster_3_Bolt__8.binvox,3,4,15.43220358,63507.91548,4
350,Caster_3_Fork__1.binvox,6,2,1.930292766,8519.341441,50
351,Caster_3_Fork__10.binvox,6,2,1.969405872,8795.660912,50
352,Caster_3_Fork__3.binvox,6,2,2.068594774,8804.674583,50
353,Caster_3_Fork__4.binvox,6,2,1.972250154,8949.461897,50
354,Caster_3_Fork__5.binvox,6,2,2.099446501,8253.606237,50
355,Caster_3_Fork__7.binvox,6,2,1.981630792,8241.772172,50
356,Caster_3_Fork__8.binvox,6,2,2.012417249,8510.058006,50
357,Caster_3_Nut__1.binvox,3,4,14.87462711,67695.11309,4
358,Caster_3_Nut__10.binvox,3,4,14.42563666,64166.05563,4
359,Caster_3_Nut__3.binvox,3,4,14.58872288,62389.36006,4
360,Caster_3_Nut__4.binvox,3,4,15.30549092,64872.85027,4
361,Caster_3_Nut__5.binvox,3,4,15.1141167,63927.12971,4
362,Caster_3_Nut__7.binvox,3,4,15.44528264,64207.62433,4
363,Caster_3_Nut__8.binvox,3,4,15.11528785,67063.59501,4
364,Caster_3_Wheel__1.binvox,5,2,2.562500761,5449.201485,160
365,Caster_3_Wheel__10.binvox,5,2,2.784288252,5260.090626,160
366,Caster_3_Wheel__3.binvox,5,2,2.627107211,5155.900336,160
367,Caster_3_Wheel__4.binvox,5,2,2.73447244,5344.114332,160
368,Caster_3_Wheel__5.binvox,5,2,2.776923207,5644.146564,160
369,Caster_3_Wheel__7.binvox,5,2,2.597463345,5371.168032,160
